"","date","is_from_me"
"1",2018-12-14 19:59:58,0
"2",2018-12-14 20:00:13,1
"3",2018-12-14 22:41:48,1
"4",2018-12-14 23:10:22,0
"5",2018-12-14 23:10:46,1
"6",2018-12-14 23:10:57,1
"7",2018-12-14 23:11:44,1
"8",2018-12-14 23:27:09,0
"9",2018-12-14 23:28:02,1
"10",2018-12-14 23:28:46,1
"11",2018-12-14 23:40:54,1
"12",2018-12-14 23:59:02,1
"13",2018-12-15 00:45:54,0
"14",2018-12-15 00:46:22,1
"15",2018-12-15 00:51:41,1
"16",2018-12-15 01:54:56,1
"17",2018-12-15 04:18:15,0
"18",2018-12-15 04:19:27,1
"19",2018-12-15 04:20:29,1
"20",2018-12-15 04:46:27,0
"21",2018-12-15 04:47:30,1
"22",2018-12-15 04:52:28,1
"23",2018-12-15 05:04:19,0
"24",2018-12-15 05:07:14,1
"25",2018-12-15 05:12:26,0
"26",2018-12-15 05:12:51,1
"27",2018-12-15 05:17:49,0
"28",2018-12-15 05:17:53,0
"29",2018-12-15 05:18:15,1
"30",2018-12-15 05:19:02,0
"31",2018-12-15 05:19:03,1
"32",2018-12-15 05:20:12,1
"33",2018-12-15 05:21:29,0
"34",2018-12-15 05:22:03,1
"35",2018-12-15 05:41:57,1
"36",2018-12-15 05:43:01,0
"37",2018-12-15 05:43:07,0
"38",2018-12-15 05:43:11,0
"39",2018-12-15 05:43:38,1
"40",2018-12-15 05:43:58,1
"41",2018-12-15 05:45:05,1
"42",2018-12-15 05:45:50,0
"43",2018-12-15 05:46:23,1
"44",2018-12-15 05:47:09,0
"45",2018-12-15 05:51:34,1
"46",2018-12-15 06:03:47,0
"47",2018-12-15 06:03:50,0
"48",2018-12-15 06:03:57,0
"49",2018-12-15 06:04:04,0
"50",2018-12-15 06:05:09,1
"51",2018-12-15 06:19:46,0
"52",2018-12-15 06:20:24,1
"53",2018-12-15 06:23:48,0
"54",2018-12-15 06:24:17,1
"55",2018-12-15 06:24:34,0
"56",2018-12-15 06:25:20,1
"57",2018-12-15 06:41:27,0
"58",2018-12-15 06:42:14,1
"59",2018-12-15 06:49:11,0
"60",2018-12-15 06:49:35,1
"61",2018-12-15 07:00:58,0
"62",2018-12-15 07:01:35,1
"63",2018-12-15 07:01:58,1
"64",2018-12-15 16:27:31,1
"65",2018-12-15 17:00:48,0
"66",2018-12-15 17:01:57,1
"67",2018-12-15 17:08:01,0
"68",2018-12-15 17:09:11,1
"69",2018-12-15 17:24:03,1
"70",2018-12-15 17:24:41,0
"71",2018-12-15 17:25:13,1
"72",2018-12-15 17:25:18,0
"73",2018-12-15 17:25:24,1
"74",2018-12-15 17:25:26,1
"75",2018-12-15 21:15:00,1
"76",2018-12-15 21:36:34,0
"77",2018-12-15 21:37:14,1
"78",2018-12-15 21:43:03,0
"79",2018-12-15 21:43:29,1
"80",2018-12-15 21:46:33,1
"81",2018-12-15 21:49:48,0
"82",2018-12-15 21:50:26,1
"83",2018-12-15 21:54:59,0
"84",2018-12-15 21:55:33,1
"85",2018-12-15 21:56:51,0
"86",2018-12-15 21:57:09,1
"87",2018-12-15 21:57:30,1
"88",2018-12-15 22:04:32,0
"89",2018-12-15 22:05:08,0
"90",2018-12-15 22:05:40,1
"91",2018-12-15 22:05:57,1
"92",2018-12-15 22:07:28,0
"93",2018-12-15 22:07:30,1
"94",2018-12-15 22:08:38,1
"95",2018-12-15 22:46:11,0
"96",2018-12-15 22:46:52,1
"97",2018-12-15 22:51:50,0
"98",2018-12-15 22:51:55,0
"99",2018-12-15 22:52:41,1
"100",2018-12-15 22:53:11,1
"101",2018-12-15 23:06:54,0
"102",2018-12-15 23:08:48,1
"103",2018-12-15 23:09:17,1
"104",2018-12-15 23:10:42,0
"105",2018-12-15 23:11:33,1
"106",2018-12-15 23:17:23,0
"107",2018-12-15 23:17:43,1
"108",2018-12-15 23:18:11,1
"109",2018-12-15 23:32:45,0
"110",2018-12-15 23:33:41,1
"111",2018-12-15 23:34:42,1
"112",2018-12-15 23:36:15,0
"113",2018-12-15 23:36:52,1
"114",2018-12-15 23:51:47,1
"115",2018-12-15 23:57:30,1
"116",2018-12-16 01:13:51,0
"117",2018-12-16 01:15:00,1
"118",2018-12-16 01:15:28,1
"119",2018-12-16 01:29:49,0
"120",2018-12-16 01:33:54,1
"121",2018-12-16 01:33:59,1
"122",2018-12-16 02:22:06,0
"123",2018-12-16 02:23:14,1
"124",2018-12-16 02:23:32,1
"125",2018-12-16 02:26:37,0
"126",2018-12-16 02:26:46,1
"127",2018-12-16 02:27:54,1
"128",2018-12-16 02:37:38,0
"129",2018-12-16 02:40:05,1
"130",2018-12-16 04:30:40,0
"131",2018-12-16 04:32:40,1
"132",2018-12-16 04:32:58,1
"133",2018-12-16 04:35:27,1
"134",2018-12-16 04:35:40,1
"135",2018-12-16 04:40:33,0
"136",2018-12-16 04:40:34,0
"137",2018-12-16 04:41:11,1
"138",2018-12-16 04:41:47,1
"139",2018-12-16 04:57:21,0
"140",2018-12-16 04:59:10,1
"141",2018-12-16 05:01:51,0
"142",2018-12-16 05:02:02,0
"143",2018-12-16 05:04:25,1
"144",2018-12-16 05:06:45,0
"145",2018-12-16 05:08:27,1
"146",2018-12-16 05:09:44,1
"147",2018-12-16 05:10:51,0
"148",2018-12-16 05:11:11,1
"149",2018-12-16 05:11:26,0
"150",2018-12-16 05:11:56,1
"151",2018-12-16 05:22:23,0
"152",2018-12-16 05:22:27,0
"153",2018-12-16 05:22:59,1
"154",2018-12-16 05:43:57,0
"155",2018-12-16 05:44:24,1
"156",2018-12-16 06:07:31,1
"157",2018-12-16 07:15:12,1
"158",2018-12-16 07:35:33,0
"159",2018-12-16 07:35:39,0
"160",2018-12-16 07:36:05,1
"161",2018-12-16 07:36:32,1
"162",2018-12-16 07:36:59,0
"163",2018-12-16 07:37:33,1
"164",2018-12-16 07:37:39,0
"165",2018-12-16 07:37:57,1
"166",2018-12-16 07:38:51,0
"167",2018-12-16 07:38:56,0
"168",2018-12-16 07:39:11,0
"169",2018-12-16 07:41:16,1
"170",2018-12-16 07:41:51,0
"171",2018-12-16 07:41:55,1
"172",2018-12-16 07:42:01,0
"173",2018-12-16 07:42:39,1
"174",2018-12-16 07:47:43,0
"175",2018-12-16 07:47:49,0
"176",2018-12-16 07:48:37,1
"177",2018-12-16 07:48:49,0
"178",2018-12-16 07:49:05,1
"179",2018-12-16 07:49:46,1
"180",2018-12-16 07:51:42,0
"181",2018-12-16 07:53:55,0
"182",2018-12-16 07:54:08,1
"183",2018-12-16 08:13:57,0
"184",2018-12-16 08:14:01,0
"185",2018-12-16 08:14:36,1
"186",2018-12-16 08:15:06,1
"187",2018-12-16 08:18:24,0
"188",2018-12-16 08:18:27,0
"189",2018-12-16 08:19:35,1
"190",2018-12-16 08:19:49,1
"191",2018-12-16 08:20:09,1
"192",2018-12-16 08:23:10,1
"193",2018-12-16 08:23:37,0
"194",2018-12-16 08:23:46,0
"195",2018-12-16 08:24:06,1
"196",2018-12-16 08:25:13,1
"197",2018-12-16 08:26:50,1
"198",2018-12-16 08:41:01,0
"199",2018-12-16 08:41:07,0
"200",2018-12-16 08:42:38,1
"201",2018-12-16 08:44:37,1
"202",2018-12-16 08:55:51,0
"203",2018-12-16 08:56:19,1
"204",2018-12-16 15:55:41,1
"205",2018-12-18 01:56:59,0
"206",2018-12-18 02:05:31,0
"207",2018-12-18 02:06:15,1
"208",2018-12-18 02:20:38,0
"209",2018-12-18 02:21:14,1
"210",2018-12-18 02:23:00,0
"211",2018-12-18 02:23:30,1
"212",2018-12-18 02:24:22,1
"213",2018-12-18 02:30:19,1
"214",2018-12-18 05:10:24,0
"215",2018-12-18 05:11:14,1
"216",2018-12-18 05:14:35,1
"217",2018-12-18 05:20:10,0
"218",2018-12-18 05:20:12,0
"219",2018-12-18 05:20:24,0
"220",2018-12-18 05:20:44,0
"221",2018-12-18 05:21:02,1
"222",2018-12-18 05:21:48,1
"223",2018-12-18 05:22:22,0
"224",2018-12-18 05:23:19,1
"225",2018-12-18 05:57:06,0
"226",2018-12-18 05:57:12,0
"227",2018-12-18 05:57:17,0
"228",2018-12-18 05:57:22,0
"229",2018-12-18 05:58:13,1
"230",2018-12-18 06:11:55,0
"231",2018-12-18 06:12:47,1
"232",2018-12-18 06:14:56,0
"233",2018-12-18 06:19:27,1
"234",2018-12-18 06:20:45,0
"235",2018-12-18 06:23:09,1
"236",2018-12-18 06:25:05,1
"237",2018-12-18 06:27:31,0
"238",2018-12-18 06:28:02,1
"239",2018-12-18 06:30:37,0
"240",2018-12-18 06:31:43,1
"241",2018-12-18 06:32:19,1
"242",2018-12-18 06:32:22,1
"243",2018-12-18 06:34:46,1
"244",2018-12-18 06:46:40,0
"245",2018-12-18 06:47:46,1
"246",2018-12-18 06:49:04,0
"247",2018-12-18 06:49:10,0
"248",2018-12-18 06:49:19,0
"249",2018-12-18 06:49:26,0
"250",2018-12-18 06:49:55,1
"251",2018-12-18 06:50:11,1
"252",2018-12-18 06:50:54,1
"253",2018-12-18 06:52:08,0
"254",2018-12-18 06:52:55,1
"255",2018-12-18 06:55:49,0
"256",2018-12-18 06:57:07,1
"257",2018-12-18 06:57:34,1
"258",2018-12-18 07:02:55,0
"259",2018-12-18 07:03:52,1
"260",2018-12-18 07:14:35,0
"261",2018-12-18 07:15:55,1
"262",2018-12-18 07:36:41,0
"263",2018-12-18 16:46:21,1
"264",2018-12-18 19:58:57,1
"265",2018-12-18 20:31:43,0
"266",2018-12-18 20:32:20,1
"267",2018-12-18 20:36:29,0
"268",2018-12-18 20:38:08,1
"269",2018-12-18 21:45:46,0
"270",2018-12-18 21:48:13,1
"271",2018-12-18 21:49:05,1
"272",2018-12-18 21:49:33,0
"273",2018-12-18 21:49:43,0
"274",2018-12-18 21:50:15,0
"275",2018-12-18 21:50:39,1
"276",2018-12-18 21:57:42,1
"277",2018-12-18 22:06:58,0
"278",2018-12-18 22:07:55,1
"279",2018-12-18 22:16:27,0
"280",2018-12-18 22:17:23,1
"281",2018-12-18 22:17:56,1
"282",2018-12-18 22:50:46,1
"283",2018-12-18 22:50:47,0
"284",2018-12-18 22:51:33,1
"285",2018-12-18 22:53:02,1
"286",2018-12-18 23:09:33,1
"287",2018-12-18 23:10:09,0
"288",2018-12-18 23:10:37,1
"289",2018-12-18 23:10:42,1
"290",2018-12-18 23:10:56,0
"291",2018-12-18 23:12:10,0
"292",2018-12-18 23:13:52,1
"293",2018-12-18 23:16:23,0
"294",2018-12-18 23:18:27,1
"295",2018-12-18 23:48:30,1
"296",2018-12-18 23:59:35,1
"297",2018-12-19 00:39:06,1
"298",2018-12-19 00:42:50,0
"299",2018-12-19 00:42:54,0
"300",2018-12-19 00:43:03,0
"301",2018-12-19 00:43:08,0
"302",2018-12-19 00:44:56,1
"303",2018-12-19 00:45:03,1
"304",2018-12-19 00:55:26,0
"305",2018-12-19 00:55:52,1
"306",2018-12-19 00:57:11,0
"307",2018-12-19 00:59:04,1
"308",2018-12-19 01:05:52,0
"309",2018-12-19 01:06:06,1
"310",2018-12-19 01:08:33,0
"311",2018-12-19 01:08:42,0
"312",2018-12-19 01:08:52,1
"313",2018-12-19 01:29:16,1
"314",2018-12-19 01:29:18,0
"315",2018-12-19 01:29:40,1
"316",2018-12-19 02:01:17,1
"317",2018-12-19 02:02:27,0
"318",2018-12-19 02:03:08,1
"319",2018-12-19 02:09:12,0
"320",2018-12-19 02:09:22,1
"321",2018-12-19 02:18:01,0
"322",2018-12-19 02:18:04,0
"323",2018-12-19 02:18:52,1
"324",2018-12-19 02:19:08,1
"325",2018-12-19 02:24:24,0
"326",2018-12-19 02:25:04,1
"327",2018-12-19 03:54:11,1
"328",2018-12-19 04:17:58,0
"329",2018-12-19 04:18:24,1
"330",2018-12-19 04:18:36,1
"331",2018-12-19 04:34:04,0
"332",2018-12-19 04:34:22,1
"333",2018-12-19 04:46:35,1
"334",2018-12-19 05:15:37,1
"335",2018-12-19 05:34:52,0
"336",2018-12-19 05:35:49,1
"337",2018-12-19 05:36:35,1
"338",2018-12-19 06:07:10,0
"339",2018-12-19 06:07:29,1
"340",2018-12-19 06:08:55,1
"341",2018-12-19 06:09:41,0
"342",2018-12-19 06:09:42,0
"343",2018-12-19 06:10:19,1
"344",2018-12-19 06:10:43,1
"345",2018-12-19 06:22:50,0
"346",2018-12-19 06:23:04,1
"347",2018-12-19 06:23:48,0
"348",2018-12-19 06:24:37,1
"349",2018-12-19 06:28:35,0
"350",2018-12-19 06:28:39,0
"351",2018-12-19 06:29:31,1
"352",2018-12-19 06:29:51,1
"353",2018-12-19 06:30:02,0
"354",2018-12-19 06:30:58,1
"355",2018-12-19 06:35:07,1
"356",2018-12-19 06:38:47,0
"357",2018-12-19 06:39:32,1
"358",2018-12-19 06:43:06,0
"359",2018-12-19 06:43:10,0
"360",2018-12-19 06:43:12,0
"361",2018-12-19 06:43:19,0
"362",2018-12-19 06:43:22,0
"363",2018-12-19 06:43:34,0
"364",2018-12-19 06:43:38,0
"365",2018-12-19 06:43:49,0
"366",2018-12-19 06:45:36,1
"367",2018-12-19 06:50:03,0
"368",2018-12-19 06:51:03,1
"369",2018-12-19 06:51:37,1
"370",2018-12-19 06:55:52,1
"371",2018-12-19 06:57:00,1
"372",2018-12-19 06:58:26,0
"373",2018-12-19 07:01:04,1
"374",2018-12-19 07:01:14,0
"375",2018-12-19 07:01:26,1
"376",2018-12-19 07:02:28,0
"377",2018-12-19 07:02:32,0
"378",2018-12-19 07:04:48,1
"379",2018-12-19 07:06:00,0
"380",2018-12-19 07:06:48,1
"381",2018-12-19 07:19:14,0
"382",2018-12-19 07:19:50,1
"383",2018-12-19 07:20:28,0
"384",2018-12-19 07:21:16,1
"385",2018-12-19 07:22:01,0
"386",2018-12-19 07:22:30,1
"387",2018-12-19 07:26:13,1
"388",2018-12-19 07:33:19,0
"389",2018-12-19 07:34:09,1
"390",2018-12-19 16:10:38,1
"391",2018-12-19 16:29:57,1
"392",2018-12-19 17:06:37,1
"393",2018-12-19 17:06:54,0
"394",2018-12-19 17:07:09,0
"395",2018-12-19 17:09:33,1
"396",2018-12-19 17:23:18,0
"397",2018-12-19 17:23:42,1
"398",2018-12-19 17:26:41,0
"399",2018-12-19 17:27:15,1
"400",2018-12-19 18:02:12,0
"401",2018-12-19 21:40:52,1
"402",2018-12-19 23:05:38,0
"403",2018-12-19 23:06:48,1
"404",2018-12-19 23:07:11,0
"405",2018-12-19 23:07:47,1
"406",2018-12-19 23:22:58,0
"407",2018-12-19 23:23:21,1
"408",2018-12-19 23:54:18,0
"409",2018-12-19 23:54:26,1
"410",2018-12-19 23:55:46,0
"411",2018-12-19 23:56:37,1
"412",2018-12-20 02:12:22,1
"413",2018-12-20 02:14:01,0
"414",2018-12-20 02:14:07,0
"415",2018-12-20 02:14:26,1
"416",2018-12-20 02:17:36,1
"417",2018-12-20 04:54:53,1
"418",2018-12-20 05:11:17,1
"419",2018-12-20 05:30:36,0
"420",2018-12-20 05:31:27,1
"421",2018-12-20 05:32:46,1
"422",2018-12-20 05:37:08,0
"423",2018-12-20 05:37:53,1
"424",2018-12-20 05:38:40,0
"425",2018-12-20 05:38:57,1
"426",2018-12-20 05:41:18,1
"427",2018-12-20 06:14:19,0
"428",2018-12-20 06:14:25,0
"429",2018-12-20 06:15:08,1
"430",2018-12-20 06:26:04,0
"431",2018-12-20 06:26:45,1
"432",2018-12-20 06:27:50,1
"433",2018-12-20 06:52:19,1
"434",2018-12-20 06:57:54,0
"435",2018-12-20 06:58:47,1
"436",2018-12-20 06:58:57,1
"437",2018-12-20 07:05:58,0
"438",2018-12-20 07:06:34,1
"439",2018-12-20 07:08:02,1
"440",2018-12-20 07:16:46,0
"441",2018-12-20 07:17:41,1
"442",2018-12-20 17:13:29,1
"443",2018-12-20 17:34:28,0
"444",2018-12-20 17:34:55,1
"445",2018-12-20 18:01:07,1
"446",2018-12-20 18:17:55,0
"447",2018-12-20 18:18:31,1
"448",2018-12-20 18:19:39,0
"449",2018-12-20 18:20:11,1
"450",2018-12-20 18:20:39,1
"451",2018-12-20 18:23:12,0
"452",2018-12-20 18:23:16,0
"453",2018-12-20 18:23:59,1
"454",2018-12-20 19:23:42,1
"455",2018-12-20 21:31:15,0
"456",2018-12-20 21:32:12,1
"457",2018-12-20 21:33:04,0
"458",2018-12-20 21:33:55,1
"459",2018-12-20 21:34:17,1
"460",2018-12-20 21:34:27,1
"461",2018-12-20 21:49:44,1
"462",2018-12-20 22:36:35,0
"463",2018-12-20 22:38:21,1
"464",2018-12-20 22:40:50,0
"465",2018-12-20 22:42:02,1
"466",2018-12-20 22:42:42,0
"467",2018-12-20 22:43:21,1
"468",2018-12-20 22:44:07,0
"469",2018-12-20 22:45:04,1
"470",2018-12-20 22:52:31,0
"471",2018-12-20 22:52:55,1
"472",2018-12-20 22:53:41,1
"473",2018-12-20 23:11:29,0
"474",2018-12-20 23:12:45,1
"475",2018-12-20 23:41:34,0
"476",2018-12-20 23:43:04,1
"477",2018-12-20 23:55:32,0
"478",2018-12-20 23:56:09,1
"479",2018-12-20 23:56:27,1
"480",2018-12-21 00:04:23,1
"481",2018-12-21 00:10:39,0
"482",2018-12-21 00:10:50,0
"483",2018-12-21 00:10:51,0
"484",2018-12-21 00:11:36,1
"485",2018-12-21 00:12:53,1
"486",2018-12-21 00:55:47,0
"487",2018-12-21 00:56:28,1
"488",2018-12-21 00:56:59,1
"489",2018-12-21 01:00:09,0
"490",2018-12-21 01:00:15,0
"491",2018-12-21 01:00:59,1
"492",2018-12-21 01:12:49,0
"493",2018-12-21 01:13:19,1
"494",2018-12-21 01:19:14,0
"495",2018-12-21 01:19:58,1
"496",2018-12-21 01:37:06,1
"497",2018-12-21 01:49:06,1
"498",2018-12-21 02:01:00,1
"499",2018-12-21 04:43:37,1
"500",2018-12-21 05:16:14,1
"501",2018-12-21 05:44:11,0
"502",2018-12-21 05:44:28,1
"503",2018-12-21 05:50:27,0
"504",2018-12-21 05:52:31,1
"505",2018-12-21 05:54:01,1
"506",2018-12-21 06:01:47,0
"507",2018-12-21 06:02:27,1
"508",2018-12-21 06:02:29,1
"509",2018-12-21 06:25:44,0
"510",2018-12-21 06:26:41,1
"511",2018-12-21 06:27:40,0
"512",2018-12-21 06:27:57,1
"513",2018-12-21 06:33:22,0
"514",2018-12-21 06:34:13,1
"515",2018-12-21 06:41:50,0
"516",2018-12-21 06:42:50,1
"517",2018-12-21 06:43:11,0
"518",2018-12-21 06:43:21,0
"519",2018-12-21 06:44:17,1
"520",2018-12-21 06:44:25,1
"521",2018-12-22 00:19:00,1
"522",2018-12-22 02:07:31,1
"523",2018-12-22 02:11:37,0
"524",2018-12-22 02:12:27,1
"525",2018-12-22 02:25:18,0
"526",2018-12-22 02:25:37,1
"527",2018-12-22 02:25:50,1
"528",2018-12-22 02:28:26,0
"529",2018-12-22 16:09:48,1
"530",2018-12-22 16:12:29,1
"531",2018-12-22 17:03:09,1
"532",2018-12-22 21:21:10,0
"533",2018-12-22 21:23:19,1
